word,ipa,count,ipa_edited,pos,syns
जामनगर,d͡ʒaːmnəɡər,83,ʒamnagar,PROPN,True
टोकन,ʈokən,83,tokan,X,False
डोनेशन,ɖoneʃən,83,doneʃan,NOUN,False
तोड़े,toɽe,83,tode,ADV,False
दूज,duːd͡ʒ,83,duʒ,PART,True
देवर,devər,83,devar,NOUN,True
धीमा,d̤iːmaː,83,dima,X,True
नरवणे,nərvəɳe,83,narvane,NOUN,False
निगाह,niɡaːɦ,83,nigah,NOUN,True
पगड़ी,pəɡɽiː,83,pagdi,NOUN,True
पदस्थ,pədstʰə,83,padsta,NOUN,True
पारदर्शी,paːrdərʃiː,83,pardarʃi,ADJ,True
पुनर्गठन,punrɡəʈʰən,83,punrgatan,PART,True
पॉवेल,pɔvel,83,povel,NOUN,False
प्रभावों,prəb̤aːvon,83,prabavon,NOUN,False
प्रेमियों,premijon,83,premijon,NOUN,False
पड़ेगा,pəɽeɡaː,83,padega,VERB,False
फव्वारा,pʰəvvaːraː,83,pavvara,NOUN,True
फेर,pʰer,83,per,NOUN,True
बनेंगी,bəneŋɡiː,83,banengi,VERB,False
बावा,baːvaː,83,bava,X,False
बेचते,bet͡ʃte,83,bet͡ʃte,VERB,False
भाईचारे,b̤aːiːt͡ʃaːre,83,bait͡ʃare,NOUN,False
मनमानी,mənmaːniː,83,manmani,NOUN,True
मनोकामना,mənokaːmnaː,83,manokamna,NOUN,True
माई,maːiː,83,mai,X,True
मानदंड,maːndənɖə,83,mandanda,NOUN,True
माल्या,maːljaː,83,malja,PROPN,False
मुश्ताक,muʃtaːk,83,muʃtak,NOUN,True
मौसी,mɔːsiː,83,mosi,NOUN,True
राइस,raːis,83,rais,X,False
विपिन,vipin,83,vipin,PROPN,True
शंभू,ʃəmb̤uː,83,ʃambu,NOUN,False
सन्न,sənnə,83,sanna,NOUN,True
सराहनीय,səraːɦniːj,83,sarahnij,ADJ,True
सर्बिया,sərbijaː,83,sarbija,PROPN,True
सलेम,səlem,83,salem,X,False
सैंडविच,sæːnɖvit͡ʃ,83,saendvit͡ʃ,X,True
सॉरी,sɔriː,83,sori,X,False
स्काईमेट,skaːiːmeʈ,83,skaimet,X,False
स्वादिष्ट,svaːdiʂʈə,83,svadista,ADJ,True
हर्ड,ɦərɖə,83,harda,X,False
हिल्स,ɦilsə,83,hilsa,NOUN,False
हैचबैक,ɦæːt͡ʃbæːk,83,haet͡ʃbaek,X,False
अनहोनी,anɦoniː,82,anhoni,PART,True
अलार्म,alaːrmə,82,alarma,X,False
अशरफ,aʃrəpʰ,82,aʃrap,PROPN,True
आज़ादी,aːzaːdiː,82,asadi,NOUN,True
आदतें,aːdten,82,adten,NOUN,False
आयुषी,aːjuʂiː,82,ajusi,PART,False
आवाजें,aːvaːd͡ʒen,82,avaʒen,NOUN,False
इमैनुएल,imæːnuel,82,imaenuel,PROPN,False
करेक्शन,kərekʃən,82,karekʃan,NOUN,False
केविन,kevin,82,kevin,X,False
खुशबू,kʰuʃbuː,82,kuʃbu,NOUN,True
गिरफ़्तार,ɡirftaːr,82,girftar,VERB,True
गुजरी,ɡud͡ʒriː,82,guʒri,ADJ,True
घिरी,ɡ̤iriː,82,g̤iri,ADJ,False
चिकित्सकों,t͡ʃikitsəkon,82,t͡ʃikitsakon,NOUN,False
जलाए,d͡ʒəlaːe,82,ʒalae,VERB,False
ज़मीन,zəmiːn,82,samin,NOUN,True
जेनरेशन,d͡ʒenreʃən,82,ʒenreʃan,NOUN,False
झकझोर,d͡ʒ̤əkd͡ʒ̤or,82,ʒakʒor,NOUN,True
टाई,ʈaːiː,82,tai,X,True
डिब्बों,ɖibbon,82,dibbon,NOUN,False
तथाकथित,tətʰaːktʰit,82,tataktit,ADJ,True
दारा,daːraː,82,dara,NOUN,True
धकेल,d̤əkel,82,dakel,PART,False
निराधार,niraːd̤aːr,82,niradar,ADJ,True
परी,pəriː,82,pari,NOUN,True
पेंटागन,penʈaːɡən,82,pentagan,NOUN,True
पैनिक,pæːnik,82,paenik,NOUN,False
प्रताड़ना,prətaːɽnaː,82,pratadna,NOUN,True
प्रसपा,prəspaː,82,praspa,PROPN,False
फिगर,pʰiɡər,82,pigar,NOUN,True
फूलपुर,pʰuːlpur,82,pulpur,PROPN,False
बांधे,baːnd̤e,82,bande,VERB,False
बालाजी,baːlaːd͡ʒiː,82,balaʒi,NOUN,False
बिगुल,biɡul,82,bigul,NOUN,True
ब्यौरा,bjɔːraː,82,bjora,PART,True
ब्रेंट,brenʈə,82,brenta,NOUN,False
ब्लेड,bleɖ,82,bled,X,True
भेजता,b̤ed͡ʒtaː,82,beʒta,VERB,False
भोज,b̤od͡ʒ,82,boʒ,NOUN,True
मैरिटल,mæːriʈəl,82,maerital,NOUN,False
रीजनल,riːd͡ʒnəl,82,riʒnal,NOUN,False
रेखांकित,rekʰaːŋkit,82,rekankit,VERB,True
विशेषाधिकार,viʃeʂaːd̤ikaːr,82,viʃesadikar,NOUN,True
वृष,vr̩ʂ,82,vrs,NOUN,True
वेलकम,velkəm,82,velkam,X,False
व्हिप,vɦip,82,vhip,X,False
शॉर्टलिस्ट,ʃɔrʈəlisʈə,82,ʃortalista,X,False
सर्कस,sərkəs,82,sarkas,NOUN,True
सीमांचल,siːmaːɲt͡ʃəl,82,simant͡ʃal,X,False
सुरभि,surb̤i,82,surbi,PROPN,True
सेमीकंडक्टर,semiːkənɖkʈər,82,semikandktar,X,False
स्वैग,svæːɡ,82,svaeg,X,False
हरिशंकर,ɦəriʃəŋkər,82,hariʃankar,PROPN,True
हॉन्गकॉन्ग,ɦɔnɡəkɔnɡə,82,hongakonga,X,False
अजहर,ad͡ʒɦər,81,aʒhar,PROPN,False
अटूट,aʈuːʈ,81,atut,ADJ,True
अमीषा,amiːʂaː,81,amisa,PROPN,False
अवधारणा,avd̤aːrɳaː,81,avdarna,NOUN,True
असुरक्षित,asurkʂit,81,asurksit,ADJ,True
आईटीआर,aːiːʈiːaːr,81,aitiar,X,False
इकलौती,iklɔːtiː,81,ikloti,ADJ,True
ईसा,iːsaː,81,isa,PROPN,True
ऐड्स,æːɖsə,81,aedsa,X,False
ऑर्गेनाइजेशन,ऑrɡenaːid͡ʒeʃən,81,ऑrgenaiʒeʃan,ADP,False
ओमान,omaːn,81,oman,PROPN,True
कच्ची,kət͡ʃt͡ʃiː,81,kat͡ʃt͡ʃi,ADJ,False
कटक,kəʈək,81,katak,NOUN,True
कबड्डी,kəbɖɖiː,81,kabddi,NOUN,True
काउंट,kaːunʈə,81,kaunta,X,False
कुचलने,kut͡ʃləne,81,kut͡ʃlane,VERB,False
केपी,kepiː,81,kepi,PROPN,False
कॉलम,kɔləm,81,kolam,X,False
क्रिएटिव,krieʈiv,81,krietiv,NOUN,False
खेरसॉन,kʰersɔn,81,kerson,X,False
गगनयान,ɡəɡnəjaːn,81,gagnajan,PROPN,False
गिरती,ɡirtiː,81,girti,VERB,False
गिराए,ɡiraːe,81,girae,VERB,False
छठा,t͡ʃʰəʈʰaː,81,t͡ʃata,NUM,True
जागरण,d͡ʒaːɡrəɳ,81,ʒagran,X,True
जैसलमेर,d͡ʒæːsləmer,81,ʒaeslamer,PROPN,True
जॉर्डन,d͡ʒɔrɖən,81,ʒordan,PROPN,True
टॉर्चर,ʈɔrt͡ʃər,81,tort͡ʃar,PART,False
डूबी,ɖuːbiː,81,dubi,ADJ,False
ढक,ɖ̤ək,81,dak,X,True
तेरी,teriː,81,teri,PRON,False
थ्री,tʰriː,81,tri,X,False
दहल,dəɦəl,81,dahal,PROPN,True
नसीब,nəsiːb,81,nasib,PROPN,True
निर्मम,nirməm,81,nirmam,ADJ,True
पणजी,pəɳd͡ʒiː,81,panʒi,PROPN,True
पत्रिका,pətrikaː,81,patrika,NOUN,True
पद्मश्री,pədməʃriː,81,padmaʃri,PROPN,True
पीटर,piːʈər,81,pitar,NOUN,False
पुण्यतिथि,puɳjətitʰi,81,punjatiti,ADP,True
पैठ,pæːʈʰ,81,paet,NOUN,True
प्रिकॉशन,prikɔʃən,81,prikoʃan,X,False
फजल,pʰəd͡ʒəl,81,paʒal,PROPN,True
फेडरर,pʰeɖrər,81,pedrar,PROPN,False
फोटोग्राफर,pʰoʈoɡraːpʰər,81,potograpar,NOUN,True
फ्लैश,pʰlæːʃ,81,plaeʃ,X,True
बटोरी,bəʈoriː,81,batori,X,False
बाध्य,baːd̤jə,81,badja,PART,True
बाढ़,baːɽ̥ə,81,bad̥a,NOUN,False
बढ़ती,bəɽ̥ətiː,81,bad̥ati,ADJ,False
भाईजान,b̤aːiːd͡ʒaːn,81,baiʒan,NOUN,False
भूलकर,b̤uːlkər,81,bulkar,VERB,False
मसौदा,məsɔːdaː,81,masoda,X,True
महाजन,məɦaːd͡ʒən,81,mahaʒan,NOUN,True
राकांपा,raːkaːmpaː,81,rakampa,X,False
रामानुजाचार्य,raːmaːnud͡ʒaːt͡ʃaːrjə,81,ramanuʒat͡ʃarja,PROPN,False
लहसुन,ləɦsun,81,lahsun,NOUN,True
लेबल,lebəl,81,lebal,X,True
विपणन,vipɳən,81,vipnan,ADP,True
विश्वसनीय,viʃvəsniːj,81,viʃvasnij,ADJ,True
व्यवसायिक,vjəvsaːjik,81,vjavsajik,ADJ,True
शत्रुघ्न,ʃətruɡ̤nə,81,ʃatrug̤na,PROPN,True
शुष्क,ʃuʂkə,81,ʃuska,ADJ,True
श्रेया,ʃrejaː,81,ʃreja,PROPN,False
संगठित,səŋɡʈʰit,81,sangtit,ADJ,True
साइंसेज,saːinsed͡ʒ,81,sainseʒ,X,False
सिंबल,simbəl,81,simbal,X,False
सुखबीर,sukʰbiːr,81,sukbir,PROPN,False
सुधांशु,sud̤aːnʃu,81,sudanʃu,X,True
सृजन,sr̩d͡ʒən,81,srʒan,NOUN,True
सेमी,semiː,81,semi,X,True
सैकड़ों,sæːkɽon,81,saekdon,NUM,False
स्मॉल,smɔl,81,smol,X,False
स्लोवाकिया,slovaːkijaː,81,slovakija,X,True
स्विस,svis,81,svis,X,True
अक्षत,akʂət,80,aksat,PART,True
अनलॉक,anlɔk,80,anlok,VERB,False
अव्वल,avvəl,80,avval,X,True
असंतुष्ट,asəntuʂʈə,80,asantusta,X,True
आओ,aːo,80,ao,VERB,False
इकोसिस्टम,ikosisʈəm,80,ikosistam,X,True
एनसीए,ensiːe,80,ensie,PROPN,False
एल्गर,elɡər,80,elgar,X,False
ऑटोमैटिक,ऑʈomæːʈik,80,ऑtomaetik,ADJ,False
कब्रिस्तान,kəbristaːn,80,kabristan,NOUN,True
कोमा,komaː,80,koma,X,True
खटीक,kʰəʈiːk,80,katik,NOUN,False
गैरमौजूदगी,ɡæːrmɔːd͡ʒuːdɡiː,80,gaermoʒudgi,NOUN,True
घबराहट,ɡ̤əbraːɦəʈ,80,g̤abrahat,NOUN,True
चार्टर्ड,t͡ʃaːrʈərɖə,80,t͡ʃartarda,NOUN,False
चेयर,t͡ʃejər,80,t͡ʃejar,NOUN,False
जनतांत्रिक,d͡ʒəntaːntrik,80,ʒantantrik,ADJ,True
जनसंपर्क,d͡ʒənsəmprkə,80,ʒansamprka,NOUN,True
जीतू,d͡ʒiːtuː,80,ʒitu,PROPN,False
तेज़ी,teziː,80,tesi,X,True
तैमूर,tæːmuːr,80,taemur,PROPN,False
ध्वस्तीकरण,d̤vəstiːkrəɳ,80,dvastikran,PART,False
नाकामी,naːkaːmiː,80,nakami,NOUN,True
नियमानुसार,nijmaːnusaːr,80,nijmanusar,ADP,True
नीतियां,niːtijaːn,80,nitijan,NOUN,False
नैनो,næːno,80,naeno,NOUN,False
नौसैनिक,nɔːsæːnik,80,nosaenik,NOUN,True
पत्रकारिता,pətrəkaːritaː,80,patrakarita,NOUN,True
पदभार,pədb̤aːr,80,padbar,NOUN,True
पदार्पण,pədaːrpəɳ,80,padarpan,PART,True
पूंछ,puːɲt͡ʃʰə,80,punt͡ʃa,X,True
पोस्टपेड,posʈəpeɖ,80,postaped,X,False
प्रदूषित,prəduːʂit,80,pradusit,ADJ,True
प्रभाकर,prəb̤aːkər,80,prabakar,PROPN,True
प्रमाणपत्र,prəmaːɳpətrə,80,pramanpatra,NOUN,True
फिनिशर,pʰiniʃər,80,piniʃar,NOUN,False
फीलिंग,pʰiːliŋɡə,80,pilinga,NOUN,False
फॉरवर्ड,pʰɔrvərɖə,80,porvarda,X,False
फ्लाई,pʰlaːiː,80,plai,NOUN,False
बरतें,bərten,80,barten,VERB,False
बिताना,bitaːnaː,80,bitana,NOUN,True
ब्राइटनेस,braːiʈnes,80,braitnes,NOUN,False
भोलेनाथ,b̤olenaːtʰ,80,bolenat,NOUN,True
मनोवैज्ञानिक,mənovæːd͡ʒɲaːnik,80,manovaeʒnanik,NOUN,True
मप्र,məprə,80,mapra,PROPN,False
महावीर,məɦaːviːr,80,mahavir,PROPN,True
माधव,maːd̤əv,80,madav,PROPN,True
मीट्रिक,miːʈrik,80,mitrik,X,False
मुरैना,muræːnaː,80,muraena,PROPN,True
येदियुरप्पा,jedijurppaː,80,jedijurppa,PROPN,False
रतलाम,rətlaːm,80,ratlam,PROPN,True
राइफल्स,raːipʰlsə,80,raiplsa,NOUN,False
रायसेन,raːjsen,80,rajsen,PROPN,True
राष्ट्रगान,raːʂʈrəɡaːn,80,rastragan,NOUN,True
लुटा,luʈaː,80,luta,VERB,True
लौटेंगे,lɔːʈeŋɡe,80,lotenge,VERB,False
विंडीज,vinɖiːd͡ʒ,80,vindiʒ,NOUN,False
विरूद्ध,viruːdd̤ə,80,virudda,ADP,False
विश्राम,viʃraːm,80,viʃram,NOUN,True
वीवो,viːvo,80,vivo,X,False
शिनजियांग,ʃind͡ʒijaːŋɡə,80,ʃinʒijanga,X,False
शिवसैनिकों,ʃivsæːnikon,80,ʃivsaenikon,X,False
संभलकर,səmb̤ləkər,80,samblakar,PART,False
सकल,səkəl,80,sakal,ADJ,True
साकेत,saːket,80,saket,X,True
सिग्नेचर,siɡnet͡ʃər,80,signet͡ʃar,NOUN,False
सौंपे,sɔːmpe,80,sompe,VERB,False
स्टारलिंक,sʈaːrliŋkə,80,starlinka,X,False
अटेंड,aʈenɖə,79,atenda,X,False
अनुपस्थित,anupstʰit,79,anupstit,X,True
अन्वेषण,anveʂəɳ,79,anvesan,NOUN,True
अबॉर्शन,abɔrʃən,79,aborʃan,NOUN,False
आदमपुर,aːdməpur,79,admapur,PROPN,False
इंद्र,indrə,79,indra,PROPN,True
उलझे,uld͡ʒ̤e,79,ulʒe,PART,False
एचडी,et͡ʃɖiː,79,et͡ʃdi,X,False
ओली,oliː,79,oli,PROPN,False
काबिल,kaːbil,79,kabil,NOUN,True
कैंसल,kæːnsəl,79,kaensal,NOUN,False
कौशांबी,kɔːʃaːmbiː,79,koʃambi,X,True
क्रिकेटरों,krikeʈron,79,kriketron,NOUN,False
खाकी,kʰaːkiː,79,kaki,X,True
खींचतान,kʰiːɲt͡ʃtaːn,79,kint͡ʃtan,NOUN,True
खुजली,kʰud͡ʒliː,79,kuʒli,NOUN,True
खुलेंगे,kʰuleŋɡe,79,kulenge,VERB,False
गांजा,ɡaːɲd͡ʒaː,79,ganʒa,NOUN,True
गोरखा,ɡorkʰaː,79,gorka,PROPN,False
गौतमबुद्ध,ɡɔːtməbudd̤ə,79,gotmabudda,PROPN,False
चैट्स,t͡ʃæːʈsə,79,t͡ʃaetsa,NOUN,False
जहरीले,d͡ʒəɦriːle,79,ʒahrile,NOUN,False
जायज,d͡ʒaːjəd͡ʒ,79,ʒajaʒ,NOUN,True
जिनपर,d͡ʒinpər,79,ʒinpar,ADP,False
जैकब,d͡ʒæːkəb,79,ʒaekab,X,False
जैस्मिन,d͡ʒæːsmin,79,ʒaesmin,PROPN,False
ज्वॉइन,d͡ʒvɔin,79,ʒvoin,X,False
झाड़ू,d͡ʒ̤aːɽuː,79,ʒadu,NOUN,True
डक,ɖək,79,dak,X,True
तबादले,təbaːdle,79,tabadle,NOUN,False
दंगाइयों,dəŋɡaːijon,79,dangaijon,NOUN,False
दरिंदगी,dərindɡiː,79,darindgi,NOUN,False
दिव्य,divjə,79,divja,PROPN,True
दिहाड़ी,diɦaːɽiː,79,dihadi,PART,True
धर्मशाला,d̤ərməʃaːlaː,79,darmaʃala,PROPN,True
नतीजतन,nətiːd͡ʒtən,79,natiʒtan,NOUN,True
निकलीं,nikliːn,79,niklin,VERB,False
परिवारवालों,pərivaːrvaːlon,79,parivarvalon,NOUN,False
पारसी,paːrsiː,79,parsi,PROPN,True
पेसर,pesər,79,pesar,NOUN,False
प्रतिरोधक,prətirod̤ək,79,pratirodak,NOUN,True
फतह,pʰətəɦ,79,patah,NOUN,True
फिरोज,pʰirod͡ʒ,79,piroʒ,PROPN,False
फैज,pʰæːd͡ʒ,79,paeʒ,PROPN,False
बचकर,bət͡ʃkər,79,bat͡ʃkar,NOUN,False
बाबुल,baːbul,79,babul,NOUN,True
बुआ,buaː,79,bua,X,True
बेबाकी,bebaːkiː,79,bebaki,X,False
बेशुमार,beʃumaːr,79,beʃumar,ADV,True
बॉयकॉट,bɔjkɔʈ,79,bojkot,X,False
बॉलिवुड,bɔlivuɖ,79,bolivud,X,True
ब्रेकिंग,brekiŋɡə,79,brekinga,X,False
भुगतने,b̤uɡtəne,79,bugtane,VERB,False
मंत्रों,məntron,79,mantron,NOUN,False
मशीनें,məʃiːnen,79,maʃinen,NOUN,False
महसा,məɦsaː,79,mahsa,PROPN,False
महाविद्यालय,məɦaːvidjaːləj,79,mahavidjalaj,NOUN,True
योद्धा,jodd̤aː,79,jodda,NOUN,True
रिजर्वेशन,rid͡ʒrveʃən,79,riʒrveʃan,X,True
रुप,rup,79,rup,NOUN,False
लुटेरों,luʈeron,79,luteron,NOUN,False
वंश,vənʃə,79,vanʃa,NOUN,True
वर्ल्डवाइड,vərlɖəvaːiɖ,79,varldavaid,X,False
विधवा,vid̤vaː,79,vidva,PART,True
शराबी,ʃəraːbiː,79,ʃarabi,ADJ,True
शिल्पी,ʃilpiː,79,ʃilpi,NOUN,True
शिवांगी,ʃivaːŋɡiː,79,ʃivangi,NOUN,False
सिक्स,siksə,79,siksa,NOUN,False
सेवानिवृत्ति,sevaːnivr̩tti,79,sevanivrtti,NOUN,True
स्ट्रेंथ,sʈrentʰə,79,strenta,X,False
अनुप्रिया,anuprijaː,78,anuprija,X,False
आवागमन,aːvaːɡmən,78,avagman,PART,True
इनामी,inaːmiː,78,inami,NOUN,True
इन्वेस्टर,invesʈər,78,investar,NOUN,False
ईपीएफओ,iːpiːepʰəo,78,ipiepao,X,False
उपग्रह,upɡrəɦ,78,upgrah,NOUN,True
एसीबी,esiːbiː,78,esibi,X,False
ऐंड,æːnɖə,78,aenda,NOUN,False
कक्षाएं,kəkʂaːen,78,kaksaen,NOUN,False
कांत,kaːntə,78,kanta,PROPN,True
किशिदा,kiʃidaː,78,kiʃida,PROPN,False
किसको,kisko,78,kisko,ADP,False
कैंडी,kæːnɖiː,78,kaendi,NOUN,True
क्रिएटर्स,krieʈrsə,78,krietrsa,NOUN,False
खासे,kʰaːse,78,kase,ADJ,False
गंदे,ɡənde,78,gande,ADJ,False
गाइडेड,ɡaːiɖeɖ,78,gaided,X,False
गियर,ɡijər,78,gijar,NOUN,True
घुसा,ɡ̤usaː,78,g̤usa,VERB,False
चिड़ियाघर,t͡ʃiɽijaːɡ̤ər,78,t͡ʃidijag̤ar,NOUN,True
चैन,t͡ʃæːn,78,t͡ʃaen,NOUN,True
जहीर,d͡ʒəɦiːr,78,ʒahir,PROPN,False
जुटाई,d͡ʒuʈaːiː,78,ʒutai,VERB,False
टूल,ʈuːl,78,tul,NOUN,False
ठहराने,ʈʰəɦraːne,78,tahrane,VERB,False
डि,ɖi,78,di,X,False
डेनियल,ɖenijəl,78,denijal,NOUN,False
तौकीर,tɔːkiːr,78,tokir,X,False
त्रिकोणीय,trikoɳiːj,78,trikonij,NOUN,True
दफन,dəpʰən,78,dapan,NOUN,True
दरभंगा,dərb̤əŋɡaː,78,darbanga,PROPN,True
दुमका,dumkaː,78,dumka,NOUN,True
देवबंद,devbəndə,78,devbanda,NOUN,True
नमः,nəməh,78,namah,X,False
नेहरा,neɦraː,78,nehra,PROPN,False
पहुँच,pəɦũt͡ʃə,78,pahũt͡ʃa,NOUN,True
पिक्चर्स,pikt͡ʃərsə,78,pikt͡ʃarsa,NOUN,False
पीसी,piːsiː,78,pisi,X,True
पुन,pun,78,pun,X,False
पौने,pɔːne,78,pone,VERB,False
प्रवासियों,prəvaːsijon,78,pravasijon,NOUN,False
प्रारूपों,praːruːpon,78,prarupon,NOUN,False
फोर्ब्स,pʰorbsə,78,porbsa,X,False
फ्रूट्स,pʰruːʈsə,78,prutsa,NOUN,False
बिंदास,bindaːs,78,bindas,NOUN,True
बेदी,bediː,78,bedi,PROPN,True
बेहोशी,beɦoʃiː,78,behoʃi,NOUN,True
बॉम्बर,bɔmbər,78,bombar,NOUN,False
ब्रदर्स,brədrsə,78,bradrsa,NOUN,False
भगा,b̤əɡaː,78,baga,NOUN,False
मार्गशीर्ष,maːrɡəʃiːrʂə,78,margaʃirsa,PROPN,True
माली,maːliː,78,mali,NOUN,True
मिलें,milen,78,milen,X,False
मेंटेनेंस,menʈenensə,78,mentenensa,X,False
रहस्यमय,rəɦsjəməj,78,rahsjamaj,ADJ,True
राजगढ़,raːd͡ʒɡəɽ̥ə,78,raʒgad̥a,PROPN,True
लॉट,lɔʈ,78,lot,X,True
वजनी,vəd͡ʒniː,78,vaʒni,ADJ,True
वरीयता,vəriːjtaː,78,varijta,NOUN,True
वें,ven,78,ven,X,False
शरणार्थियों,ʃərɳaːrtʰijon,78,ʃarnartijon,NOUN,False
शिवजी,ʃivd͡ʒiː,78,ʃivʒi,PROPN,False
शिवा,ʃivaː,78,ʃiva,PROPN,True
श्रीमती,ʃriːmtiː,78,ʃrimti,NOUN,True
संगठनात्मक,səŋɡʈʰənaːtmək,78,sangtanatmak,ADJ,False
सेंड,senɖə,78,senda,NOUN,False
सोयाबीन,sojaːbiːn,78,sojabin,NOUN,True
अखंड,akʰənɖə,77,akanda,ADJ,True
अचल,at͡ʃəl,77,at͡ʃal,X,True
अभियोजन,ab̤ijod͡ʒən,77,abijoʒan,PART,True
आइसक्रीम,aːiskriːm,77,aiskrim,NOUN,True
इतिहासकार,itiɦaːskaːr,77,itihaskar,NOUN,True
उद्देश्यों,uddeʃjon,77,uddeʃjon,NOUN,False
उपेक्षा,upekʂaː,77,upeksa,NOUN,True
एफएसएल,epʰəesəel,77,epaesael,X,False
कंपार्टमेंट,kəmpaːrʈəmenʈə,77,kampartamenta,NOUN,False
कार्ड्स,kaːrɖsə,77,kardsa,NOUN,False
कार्यस्थल,kaːrjəstʰəl,77,karjastal,NOUN,True
कॉम्बैट,kɔmbæːʈ,77,kombaet,NOUN,False
कोश्यारी,koʃjaːriː,77,koʃjari,X,False
गलतफहमी,ɡəltəpʰɦəmiː,77,galtaphami,NOUN,True
